,device_id,fire,location,mq2,time
25,fire_gas_01,0.0,indoor,4.052734,2025-05-08 08:08:42.026907
26,fire_gas_01,0.0,indoor,4.174805,2025-05-08 08:08:43.025794
27,fire_gas_01,0.0,indoor,4.223633,2025-05-08 08:08:44.022892
28,fire_gas_01,0.0,indoor,4.296875,2025-05-08 08:08:45.022829
29,fire_gas_01,0.0,indoor,4.02832,2025-05-08 08:08:46.024132
30,fire_gas_01,0.0,indoor,3.686523,2025-05-08 08:08:47.022440
31,fire_gas_01,0.0,indoor,4.223633,2025-05-08 08:08:48.023398
32,fire_gas_01,0.0,indoor,3.930664,2025-05-08 08:08:49.023111
33,fire_gas_01,0.0,indoor,3.955078,2025-05-08 08:08:50.023083
34,fire_gas_01,0.0,indoor,3.808594,2025-05-08 08:08:51.023461
35,fire_gas_01,0.0,indoor,4.296875,2025-05-08 08:08:52.025126
36,fire_gas_01,0.0,indoor,4.077148,2025-05-08 08:08:53.023226
37,fire_gas_01,0.0,indoor,4.052734,2025-05-08 08:08:54.022769
38,fire_gas_01,0.0,indoor,4.248047,2025-05-08 08:08:55.023818
39,fire_gas_01,0.0,indoor,3.833008,2025-05-08 08:08:56.023942
40,fire_gas_01,0.0,indoor,4.174805,2025-05-08 08:08:57.023552
41,fire_gas_01,0.0,indoor,3.930664,2025-05-08 08:08:58.023020
42,fire_gas_01,0.0,indoor,4.077148,2025-05-08 08:08:59.022923
43,fire_gas_01,0.0,indoor,3.90625,2025-05-08 08:09:00.024150
44,fire_gas_01,0.0,indoor,4.223633,2025-05-08 08:09:01.024634
45,fire_gas_01,0.0,indoor,4.370117,2025-05-08 08:09:02.022719
46,fire_gas_01,0.0,indoor,4.052734,2025-05-08 08:09:03.024568
47,fire_gas_01,0.0,indoor,4.223633,2025-05-08 08:09:04.024387
48,fire_gas_01,0.0,indoor,2.758789,2025-05-08 08:09:05.023354
49,fire_gas_01,0.0,indoor,4.223633,2025-05-08 08:09:06.023042
50,fire_gas_01,0.0,indoor,3.90625,2025-05-08 08:09:07.023193
51,fire_gas_01,0.0,indoor,5.078125,2025-05-08 08:09:09.893080
52,fire_gas_01,0.0,indoor,5.004883,2025-05-08 08:09:12.021782
53,fire_gas_01,0.0,indoor,5.078125,2025-05-08 08:09:13.022706
54,fire_gas_01,0.0,indoor,4.80957,2025-05-08 08:09:14.021814
55,fire_gas_01,0.0,indoor,4.711914,2025-05-08 08:09:15.023495
56,fire_gas_01,0.0,indoor,5.029297,2025-05-08 08:09:16.022991
57,fire_gas_01,4085.0,indoor,5.029297,2025-05-08 08:09:17.022443
58,fire_gas_01,4095.0,indoor,5.078125,2025-05-08 08:09:18.023553
59,fire_gas_01,4089.0,indoor,5.004883,2025-05-08 08:09:19.024579
60,fire_gas_01,4095.0,indoor,4.345703,2025-05-08 08:09:20.023563
61,fire_gas_01,4095.0,indoor,4.711914,2025-05-08 08:09:21.022091
62,fire_gas_01,4094.0,indoor,5.078125,2025-05-08 08:09:22.022951
63,fire_gas_01,4095.0,indoor,5.004883,2025-05-08 08:09:23.022353
64,fire_gas_01,4095.0,indoor,4.980469,2025-05-08 08:09:24.023029
65,fire_gas_01,4095.0,indoor,5.078125,2025-05-08 08:09:25.022693
66,fire_gas_01,4072.0,indoor,5.078125,2025-05-08 08:09:26.025081
67,fire_gas_01,4091.0,indoor,6.37207,2025-05-08 08:09:27.022965
68,fire_gas_01,4022.0,indoor,5.151367,2025-05-08 08:09:28.023359
69,fire_gas_01,4068.0,indoor,5.200195,2025-05-08 08:09:29.025582
70,fire_gas_01,4076.0,indoor,4.345703,2025-05-08 08:09:30.022822
71,fire_gas_01,4095.0,indoor,5.151367,2025-05-08 08:09:31.022314
72,fire_gas_01,4095.0,indoor,4.980469,2025-05-08 08:09:32.021658
73,fire_gas_01,4077.0,indoor,5.078125,2025-05-08 08:09:33.024607
74,fire_gas_01,4095.0,indoor,5.078125,2025-05-08 08:09:34.023638
75,fire_gas_01,4052.0,indoor,4.321289,2025-05-08 08:09:35.023098
76,fire_gas_01,4095.0,indoor,5.053711,2025-05-08 08:09:36.023027
77,fire_gas_01,4072.0,indoor,6.274414,2025-05-08 08:09:37.023650
78,fire_gas_01,0.0,indoor,5.078125,2025-05-08 08:09:38.023101
79,fire_gas_01,0.0,indoor,4.760742,2025-05-08 08:09:39.025060
80,fire_gas_01,0.0,indoor,4.931641,2025-05-08 08:09:40.023090
81,fire_gas_01,0.0,indoor,4.6875,2025-05-08 08:09:41.022107
82,fire_gas_01,0.0,indoor,4.956055,2025-05-08 08:09:42.023586
83,fire_gas_01,0.0,indoor,3.393555,2025-05-08 08:09:43.023101
84,fire_gas_01,0.0,indoor,4.931641,2025-05-08 08:09:44.022713
85,fire_gas_01,0.0,indoor,4.785156,2025-05-08 08:09:45.023496
86,fire_gas_01,0.0,indoor,4.80957,2025-05-08 08:09:46.023195
87,fire_gas_01,0.0,indoor,4.6875,2025-05-08 08:09:47.023925
88,fire_gas_01,0.0,indoor,4.589844,2025-05-08 08:09:48.022760
89,fire_gas_01,0.0,indoor,10.25391,2025-05-08 08:09:50.977274
90,fire_gas_01,0.0,indoor,10.00977,2025-05-08 08:09:53.023479
91,fire_gas_01,0.0,indoor,9.545898,2025-05-08 08:09:54.022730
92,fire_gas_01,0.0,indoor,9.423828,2025-05-08 08:09:55.024665
93,fire_gas_01,0.0,indoor,9.106445,2025-05-08 08:09:56.024484
94,fire_gas_01,0.0,indoor,9.106445,2025-05-08 08:09:57.024836
95,fire_gas_01,0.0,indoor,8.59375,2025-05-08 08:09:58.022485
96,fire_gas_01,0.0,indoor,8.935547,2025-05-08 08:09:59.022413
97,fire_gas_01,0.0,indoor,8.813477,2025-05-08 08:10:00.022974
98,fire_gas_01,0.0,indoor,10.4248,2025-05-08 08:10:01.022495
99,fire_gas_01,0.0,indoor,11.32813,2025-05-08 08:10:02.023481
100,fire_gas_01,0.0,indoor,12.18262,2025-05-08 08:10:03.020789
101,fire_gas_01,0.0,indoor,12.03613,2025-05-08 08:10:04.022732
102,fire_gas_01,0.0,indoor,12.47559,2025-05-08 08:10:05.022608
103,fire_gas_01,0.0,indoor,12.86621,2025-05-08 08:10:06.024692
104,fire_gas_01,0.0,indoor,12.13379,2025-05-08 08:10:07.024001
105,fire_gas_01,0.0,indoor,12.91504,2025-05-08 08:10:08.023309
106,fire_gas_01,0.0,indoor,17.62695,2025-05-08 08:10:09.022809
107,fire_gas_01,0.0,indoor,24.85352,2025-05-08 08:10:10.024273
108,fire_gas_01,0.0,indoor,26.29395,2025-05-08 08:10:11.022798
109,fire_gas_01,0.0,indoor,26.00098,2025-05-08 08:10:12.022918
110,fire_gas_01,0.0,indoor,25.41504,2025-05-08 08:10:13.024180
111,fire_gas_01,0.0,indoor,23.82813,2025-05-08 08:10:14.022646
112,fire_gas_01,0.0,indoor,24.34082,2025-05-08 08:10:15.022164
113,fire_gas_01,0.0,indoor,22.14355,2025-05-08 08:10:16.024175
114,fire_gas_01,0.0,indoor,24.41406,2025-05-08 08:10:17.022925
115,fire_gas_01,0.0,indoor,24.16992,2025-05-08 08:10:18.022585
116,fire_gas_01,0.0,indoor,22.68066,2025-05-08 08:10:19.022894
117,fire_gas_01,0.0,indoor,22.87598,2025-05-08 08:10:20.025603
118,fire_gas_01,0.0,indoor,22.26563,2025-05-08 08:10:21.022685
119,fire_gas_01,0.0,indoor,21.875,2025-05-08 08:10:22.023289
120,fire_gas_01,0.0,indoor,21.55762,2025-05-08 08:10:23.022349
121,fire_gas_01,0.0,indoor,21.63086,2025-05-08 08:10:24.022521
122,fire_gas_01,0.0,indoor,20.45898,2025-05-08 08:10:25.026220
123,fire_gas_01,0.0,indoor,20.4834,2025-05-08 08:10:26.022671
124,fire_gas_01,0.0,indoor,19.92188,2025-05-08 08:10:27.024170
125,fire_gas_01,0.0,indoor,19.55566,2025-05-08 08:10:28.023201
126,fire_gas_01,0.0,indoor,19.77539,2025-05-08 08:10:29.022558
127,fire_gas_01,0.0,indoor,18.70117,2025-05-08 08:10:30.022390
128,fire_gas_01,0.0,indoor,18.96973,2025-05-08 08:10:31.024927
129,fire_gas_01,0.0,indoor,18.01758,2025-05-08 08:10:32.024425
130,fire_gas_01,0.0,indoor,19.60449,2025-05-08 08:10:33.022506
131,fire_gas_01,0.0,indoor,21.06934,2025-05-08 08:10:34.022934
132,fire_gas_01,0.0,indoor,23.0957,2025-05-08 08:10:35.023925
133,fire_gas_01,0.0,indoor,22.87598,2025-05-08 08:10:36.022177
134,fire_gas_01,0.0,indoor,22.14355,2025-05-08 08:10:37.022999
135,fire_gas_01,0.0,indoor,21.43555,2025-05-08 08:10:38.023669
136,fire_gas_01,0.0,indoor,20.58105,2025-05-08 08:10:39.024460
137,fire_gas_01,0.0,indoor,19.82422,2025-05-08 08:10:40.023243
138,fire_gas_01,0.0,indoor,18.60352,2025-05-08 08:10:41.022202
139,fire_gas_01,0.0,indoor,18.53027,2025-05-08 08:10:42.022654
140,fire_gas_01,0.0,indoor,17.45605,2025-05-08 08:10:43.023173
141,fire_gas_01,0.0,indoor,17.5293,2025-05-08 08:10:44.022310
142,fire_gas_01,0.0,indoor,17.7002,2025-05-08 08:10:45.024054
143,fire_gas_01,0.0,indoor,17.57813,2025-05-08 08:10:46.023582
144,fire_gas_01,0.0,indoor,17.30957,2025-05-08 08:10:47.023971
145,fire_gas_01,0.0,indoor,16.89453,2025-05-08 08:10:48.023344
146,fire_gas_01,0.0,indoor,16.45508,2025-05-08 08:10:49.023013
147,fire_gas_01,0.0,indoor,15.60059,2025-05-08 08:10:50.022969
148,fire_gas_01,0.0,indoor,15.20996,2025-05-08 08:10:51.024087
149,fire_gas_01,0.0,indoor,14.84375,2025-05-08 08:10:52.022469
150,fire_gas_01,0.0,indoor,15.13672,2025-05-08 08:10:53.022024
151,fire_gas_01,0.0,indoor,14.30664,2025-05-08 08:10:54.022556
152,fire_gas_01,0.0,indoor,14.30664,2025-05-08 08:10:55.025622
153,fire_gas_01,0.0,indoor,14.4043,2025-05-08 08:10:56.022013
154,fire_gas_01,0.0,indoor,14.01367,2025-05-08 08:10:57.023994
155,fire_gas_01,0.0,indoor,13.7207,2025-05-08 08:10:58.023659
156,fire_gas_01,0.0,indoor,16.8457,2025-05-08 08:10:59.023044
157,fire_gas_01,0.0,indoor,20.38574,2025-05-08 08:11:00.022948
158,fire_gas_01,0.0,indoor,24.04785,2025-05-08 08:11:01.023141
159,fire_gas_01,0.0,indoor,34.22852,2025-05-08 08:11:02.023092
160,fire_gas_01,0.0,indoor,37.23145,2025-05-08 08:11:03.022593
161,fire_gas_01,0.0,indoor,38.42773,2025-05-08 08:11:04.023704
162,fire_gas_01,0.0,indoor,38.84277,2025-05-08 08:11:05.024267
163,fire_gas_01,0.0,indoor,38.98926,2025-05-08 08:11:06.023300
164,fire_gas_01,0.0,indoor,40.55176,2025-05-08 08:11:07.021855
165,fire_gas_01,0.0,indoor,44.84863,2025-05-08 08:11:08.023134
166,fire_gas_01,0.0,indoor,46.21582,2025-05-08 08:11:09.022259
167,fire_gas_01,0.0,indoor,43.82324,2025-05-08 08:11:10.022391
168,fire_gas_01,0.0,indoor,44.11621,2025-05-08 08:11:11.024232
169,fire_gas_01,0.0,indoor,42.1875,2025-05-08 08:11:12.023209
170,fire_gas_01,0.0,indoor,42.65137,2025-05-08 08:11:13.023103
171,fire_gas_01,0.0,indoor,44.53125,2025-05-08 08:11:14.022626
172,fire_gas_01,0.0,indoor,43.31055,2025-05-08 08:11:15.022557
173,fire_gas_01,0.0,indoor,42.60254,2025-05-08 08:11:16.022182
174,fire_gas_01,0.0,indoor,40.38086,2025-05-08 08:11:17.023608
175,fire_gas_01,0.0,indoor,40.64941,2025-05-08 08:11:18.023198
176,fire_gas_01,0.0,indoor,38.25684,2025-05-08 08:11:19.023215
177,fire_gas_01,0.0,indoor,38.23242,2025-05-08 08:11:20.022582
178,fire_gas_01,0.0,indoor,35.79102,2025-05-08 08:11:21.021517
179,fire_gas_01,0.0,indoor,35.52246,2025-05-08 08:11:22.024410
180,fire_gas_01,0.0,indoor,34.39941,2025-05-08 08:11:23.022004
181,fire_gas_01,0.0,indoor,33.54492,2025-05-08 08:11:24.021561
182,fire_gas_01,0.0,indoor,32.42188,2025-05-08 08:11:25.024170
183,fire_gas_01,0.0,indoor,30.00488,2025-05-08 08:11:26.022710
184,fire_gas_01,0.0,indoor,32.42188,2025-05-08 08:11:27.023893
185,fire_gas_01,0.0,indoor,31.12793,2025-05-08 08:11:28.022617
186,fire_gas_01,0.0,indoor,31.56738,2025-05-08 08:11:29.022243
187,fire_gas_01,0.0,indoor,33.54492,2025-05-08 08:11:30.022303
188,fire_gas_01,0.0,indoor,35.69336,2025-05-08 08:11:31.024284
189,fire_gas_01,0.0,indoor,37.47559,2025-05-08 08:11:32.023114
190,fire_gas_01,0.0,indoor,39.52637,2025-05-08 08:11:33.023038
191,fire_gas_01,0.0,indoor,40.30762,2025-05-08 08:11:34.022779
192,fire_gas_01,0.0,indoor,38.91602,2025-05-08 08:11:35.023284
193,fire_gas_01,0.0,indoor,39.45313,2025-05-08 08:11:36.022424
194,fire_gas_01,0.0,indoor,41.16211,2025-05-08 08:11:37.022067
195,fire_gas_01,0.0,indoor,41.57715,2025-05-08 08:11:38.022876
196,fire_gas_01,0.0,indoor,40.23438,2025-05-08 08:11:39.022689
197,fire_gas_01,0.0,indoor,39.52637,2025-05-08 08:11:40.023087
198,fire_gas_01,0.0,indoor,38.28125,2025-05-08 08:11:41.023566
199,fire_gas_01,0.0,indoor,37.20703,2025-05-08 08:11:42.023700
200,fire_gas_01,0.0,indoor,35.71777,2025-05-08 08:11:43.022887
201,fire_gas_01,0.0,indoor,34.7168,2025-05-08 08:11:44.022085
202,fire_gas_01,0.0,indoor,33.54492,2025-05-08 08:11:45.024305
203,fire_gas_01,0.0,indoor,32.8125,2025-05-08 08:11:46.022590
204,fire_gas_01,0.0,indoor,31.61621,2025-05-08 08:11:47.023842
205,fire_gas_01,0.0,indoor,29.6875,2025-05-08 08:11:48.023409
206,fire_gas_01,0.0,indoor,29.78516,2025-05-08 08:11:49.022967
207,fire_gas_01,0.0,indoor,28.17383,2025-05-08 08:11:50.022807
208,fire_gas_01,0.0,indoor,28.17383,2025-05-08 08:11:51.023459
209,fire_gas_01,0.0,indoor,9.057617,2025-05-08 08:11:53.227476
210,fire_gas_01,0.0,indoor,9.375,2025-05-08 08:11:54.023182
211,fire_gas_01,0.0,indoor,9.057617,2025-05-08 08:11:55.022362
212,fire_gas_01,0.0,indoor,9.25293,2025-05-08 08:11:56.023178
213,fire_gas_01,0.0,indoor,9.350586,2025-05-08 08:11:57.023276
214,fire_gas_01,0.0,indoor,9.228516,2025-05-08 08:11:58.022609
215,fire_gas_01,0.0,indoor,8.984375,2025-05-08 08:12:00.745183
216,fire_gas_01,0.0,indoor,8.837891,2025-05-08 08:12:03.022338
217,fire_gas_01,0.0,indoor,9.106445,2025-05-08 08:12:04.023289
218,fire_gas_01,0.0,indoor,8.422852,2025-05-08 08:12:05.021669
219,fire_gas_01,0.0,indoor,8.959961,2025-05-08 08:12:06.022565
220,fire_gas_01,0.0,indoor,9.49707,2025-05-08 08:12:07.023098
221,fire_gas_01,0.0,indoor,8.837891,2025-05-08 08:12:08.022375
222,fire_gas_01,0.0,indoor,8.447266,2025-05-08 08:12:09.022866
223,fire_gas_01,0.0,indoor,8.984375,2025-05-08 08:12:10.023220
224,fire_gas_01,4031.0,indoor,8.813477,2025-05-08 08:12:11.022280
225,fire_gas_01,2893.0,indoor,8.71582,2025-05-08 08:12:12.022619
226,fire_gas_01,3754.0,indoor,8.984375,2025-05-08 08:12:13.022976
227,fire_gas_01,4019.0,indoor,9.008789,2025-05-08 08:12:14.023410
228,fire_gas_01,4095.0,indoor,8.984375,2025-05-08 08:12:15.023128
229,fire_gas_01,4049.0,indoor,8.764648,2025-05-08 08:12:16.023338
230,fire_gas_01,4046.0,indoor,8.984375,2025-05-08 08:12:17.025294
231,fire_gas_01,4020.0,indoor,8.569336,2025-05-08 08:12:18.025495
232,fire_gas_01,3999.0,indoor,8.984375,2025-05-08 08:12:19.022318
233,fire_gas_01,4073.0,indoor,8.862305,2025-05-08 08:12:20.024540
234,fire_gas_01,4044.0,indoor,8.911133,2025-05-08 08:12:21.023265
235,fire_gas_01,4095.0,indoor,9.423828,2025-05-08 08:12:22.021941
236,fire_gas_01,4022.0,indoor,8.666992,2025-05-08 08:12:23.023055
237,fire_gas_01,3979.0,indoor,8.618164,2025-05-08 08:12:24.022397
238,fire_gas_01,4007.0,indoor,8.618164,2025-05-08 08:12:25.023502
239,fire_gas_01,3951.0,indoor,8.520508,2025-05-08 08:12:26.023633
240,fire_gas_01,4005.0,indoor,8.227539,2025-05-08 08:12:27.023596
241,fire_gas_01,4046.0,indoor,9.790039,2025-05-08 08:12:28.022400
242,fire_gas_01,3982.0,indoor,11.9873,2025-05-08 08:12:29.022043
243,fire_gas_01,4079.0,indoor,13.59863,2025-05-08 08:12:30.023777
244,fire_gas_01,4095.0,indoor,14.08691,2025-05-08 08:12:31.023649
245,fire_gas_01,4057.0,indoor,13.98926,2025-05-08 08:12:32.023757
246,fire_gas_01,4013.0,indoor,13.91602,2025-05-08 08:12:33.023634
247,fire_gas_01,4033.0,indoor,13.23242,2025-05-08 08:12:34.021997
248,fire_gas_01,4020.0,indoor,14.0625,2025-05-08 08:12:35.022689
249,fire_gas_01,4095.0,indoor,13.98926,2025-05-08 08:12:36.022818
250,fire_gas_01,4017.0,indoor,14.77051,2025-05-08 08:12:37.023960
251,fire_gas_01,3945.0,indoor,14.28223,2025-05-08 08:12:38.022805
252,fire_gas_01,4016.0,indoor,14.72168,2025-05-08 08:12:39.022080
253,fire_gas_01,4001.0,indoor,14.96582,2025-05-08 08:12:40.022788
254,fire_gas_01,3992.0,indoor,14.55078,2025-05-08 08:12:41.022756
255,fire_gas_01,4004.0,indoor,14.96582,2025-05-08 08:12:42.022674
256,fire_gas_01,4026.0,indoor,14.37988,2025-05-08 08:12:43.023196
257,fire_gas_01,4008.0,indoor,14.13574,2025-05-08 08:12:44.022544
258,fire_gas_01,3634.0,indoor,13.50098,2025-05-08 08:12:45.023863
259,fire_gas_01,2506.0,indoor,13.62305,2025-05-08 08:12:46.022393
260,fire_gas_01,2460.0,indoor,12.89063,2025-05-08 08:12:47.022727
261,fire_gas_01,4030.0,indoor,13.15918,2025-05-08 08:12:48.022727
262,fire_gas_01,4017.0,indoor,12.89063,2025-05-08 08:12:49.022382
263,fire_gas_01,4024.0,indoor,16.01563,2025-05-08 08:12:50.022234
264,fire_gas_01,4006.0,indoor,33.34961,2025-05-08 08:12:51.023965
265,fire_gas_01,4024.0,indoor,41.69922,2025-05-08 08:12:52.023517
266,fire_gas_01,4031.0,indoor,47.02148,2025-05-08 08:12:53.024969
267,fire_gas_01,4047.0,indoor,48.65723,2025-05-08 08:12:54.021993
268,fire_gas_01,4033.0,indoor,49.92676,2025-05-08 08:12:55.022181
269,fire_gas_01,0.0,indoor,51.09863,2025-05-08 08:12:56.023993
270,fire_gas_01,0.0,indoor,50.56152,2025-05-08 08:12:57.023413
271,fire_gas_01,0.0,indoor,48.99902,2025-05-08 08:12:58.023189
272,fire_gas_01,0.0,indoor,47.3877,2025-05-08 08:12:59.023950
273,fire_gas_01,0.0,indoor,45.72754,2025-05-08 08:13:00.024556
274,fire_gas_01,0.0,indoor,43.18848,2025-05-08 08:13:01.022727
275,fire_gas_01,0.0,indoor,42.23633,2025-05-08 08:13:02.022706
276,fire_gas_01,0.0,indoor,39.84375,2025-05-08 08:13:03.025267
277,fire_gas_01,0.0,indoor,39.45313,2025-05-08 08:13:04.023071
278,fire_gas_01,0.0,indoor,36.96289,2025-05-08 08:13:05.023311
279,fire_gas_01,4092.0,indoor,36.74316,2025-05-08 08:13:06.025570
280,fire_gas_01,4095.0,indoor,35.52246,2025-05-08 08:13:07.025009
281,fire_gas_01,4081.0,indoor,34.25293,2025-05-08 08:13:08.023629
282,fire_gas_01,4081.0,indoor,34.27734,2025-05-08 08:13:09.022882
283,fire_gas_01,4068.0,indoor,32.27539,2025-05-08 08:13:10.024126
284,fire_gas_01,4077.0,indoor,31.29883,2025-05-08 08:13:11.026065
285,fire_gas_01,4057.0,indoor,30.00488,2025-05-08 08:13:12.023314
286,fire_gas_01,4014.0,indoor,31.05469,2025-05-08 08:13:13.022885
287,fire_gas_01,3980.0,indoor,47.24121,2025-05-08 08:13:14.021841
288,fire_gas_01,4040.0,indoor,56.00586,2025-05-08 08:13:15.025513
289,fire_gas_01,4025.0,indoor,60.54688,2025-05-08 08:13:16.025040
290,fire_gas_01,4033.0,indoor,73.70605,2025-05-08 08:13:17.023974
291,fire_gas_01,4049.0,indoor,64.35547,2025-05-08 08:13:18.022376
292,fire_gas_01,4000.0,indoor,78.51563,2025-05-08 08:13:19.024160
293,fire_gas_01,4030.0,indoor,82.34863,2025-05-08 08:13:20.022606
294,fire_gas_01,4041.0,indoor,76.53809,2025-05-08 08:13:21.023377
295,fire_gas_01,4026.0,indoor,77.22168,2025-05-08 08:13:22.022800
296,fire_gas_01,4053.0,indoor,74.14551,2025-05-08 08:13:23.024459
297,fire_gas_01,4044.0,indoor,77.39258,2025-05-08 08:13:24.025472
298,fire_gas_01,4046.0,indoor,74.56055,2025-05-08 08:13:25.025823
299,fire_gas_01,4034.0,indoor,77.00195,2025-05-08 08:13:26.022323
300,fire_gas_01,4073.0,indoor,77.41699,2025-05-08 08:13:27.023236
301,fire_gas_01,4072.0,indoor,71.72852,2025-05-08 08:13:28.026409
302,fire_gas_01,3997.0,indoor,69.65332,2025-05-08 08:13:29.024232
303,fire_gas_01,4040.0,indoor,63.35449,2025-05-08 08:13:30.022274
304,fire_gas_01,4060.0,indoor,59.05762,2025-05-08 08:13:31.023313
305,fire_gas_01,4056.0,indoor,58.47168,2025-05-08 08:13:32.024069
306,fire_gas_01,4015.0,indoor,57.73926,2025-05-08 08:13:33.026547
307,fire_gas_01,0.0,indoor,56.56738,2025-05-08 08:13:34.024793
308,fire_gas_01,0.0,indoor,56.25,2025-05-08 08:13:35.022798
309,fire_gas_01,0.0,indoor,54.27246,2025-05-08 08:13:36.023935
310,fire_gas_01,0.0,indoor,51.41602,2025-05-08 08:13:37.026512
311,fire_gas_01,0.0,indoor,50.70801,2025-05-08 08:13:38.026776
312,fire_gas_01,0.0,indoor,47.58301,2025-05-08 08:13:39.023750
313,fire_gas_01,0.0,indoor,46.89941,2025-05-08 08:13:40.023024
314,fire_gas_01,0.0,indoor,44.99512,2025-05-08 08:13:41.023849
315,fire_gas_01,0.0,indoor,45.1416,2025-05-08 08:13:42.022984
316,fire_gas_01,0.0,indoor,42.79785,2025-05-08 08:13:43.023834
317,fire_gas_01,0.0,indoor,42.72461,2025-05-08 08:13:44.023397
318,fire_gas_01,0.0,indoor,41.79688,2025-05-08 08:13:45.028482
319,fire_gas_01,0.0,indoor,40.9668,2025-05-08 08:13:46.023616
320,fire_gas_01,0.0,indoor,38.13477,2025-05-08 08:13:47.024260
321,fire_gas_01,0.0,indoor,37.96387,2025-05-08 08:13:48.023101
322,fire_gas_01,0.0,indoor,37.1582,2025-05-08 08:13:49.025394
323,fire_gas_01,0.0,indoor,36.37695,2025-05-08 08:13:50.023827
324,fire_gas_01,0.0,indoor,36.66992,2025-05-08 08:13:51.023643
325,fire_gas_01,0.0,indoor,35.05859,2025-05-08 08:13:52.023039
326,fire_gas_01,0.0,indoor,34.44824,2025-05-08 08:13:53.024356
327,fire_gas_01,0.0,indoor,34.79004,2025-05-08 08:13:54.024241
328,fire_gas_01,0.0,indoor,33.54492,2025-05-08 08:13:55.023205
329,fire_gas_01,0.0,indoor,33.49609,2025-05-08 08:13:56.025472
330,fire_gas_01,0.0,indoor,32.08008,2025-05-08 08:13:57.026077
331,fire_gas_01,0.0,indoor,33.12988,2025-05-08 08:13:58.022709
332,fire_gas_01,0.0,indoor,31.25,2025-05-08 08:13:59.023765
333,fire_gas_01,0.0,indoor,31.64063,2025-05-08 08:14:00.023561
334,fire_gas_01,0.0,indoor,11.4502,2025-05-08 08:14:02.497853
335,fire_gas_01,0.0,indoor,11.32813,2025-05-08 08:14:03.024707
336,fire_gas_01,0.0,indoor,11.32813,2025-05-08 08:14:04.022975
337,fire_gas_01,0.0,indoor,11.32813,2025-05-08 08:14:05.022296
338,fire_gas_01,0.0,indoor,10.91309,2025-05-08 08:14:06.021839
339,fire_gas_01,0.0,indoor,11.30371,2025-05-08 08:14:07.023539
340,fire_gas_01,0.0,indoor,10.66895,2025-05-08 08:14:08.024875
341,fire_gas_01,0.0,indoor,11.05957,2025-05-08 08:14:09.025933
342,fire_gas_01,0.0,indoor,10.62012,2025-05-08 08:14:10.022751
343,fire_gas_01,0.0,indoor,10.9375,2025-05-08 08:14:11.022362
344,fire_gas_01,0.0,indoor,10.88867,2025-05-08 08:14:12.022827
345,fire_gas_01,0.0,indoor,11.35254,2025-05-08 08:14:13.023308
346,fire_gas_01,0.0,indoor,10.88867,2025-05-08 08:14:14.023693
347,fire_gas_01,0.0,indoor,10.47363,2025-05-08 08:14:15.022543
348,fire_gas_01,0.0,indoor,10.00977,2025-05-08 08:14:16.026878
349,fire_gas_01,0.0,indoor,10.4248,2025-05-08 08:14:17.023334
350,fire_gas_01,0.0,indoor,10.62012,2025-05-08 08:14:18.025108
351,fire_gas_01,0.0,indoor,10.18066,2025-05-08 08:14:19.022164
352,fire_gas_01,0.0,indoor,10.54688,2025-05-08 08:14:20.023151
353,fire_gas_01,0.0,indoor,10.57129,2025-05-08 08:14:21.023677
354,fire_gas_01,0.0,indoor,10.54688,2025-05-08 08:14:22.022842
